district,furnished,ac,kitchen,age,street_width,area,wc,livings,beds,price,year,month,total_rooms
حي السلامة,0,1,1,3,14,130,2,1,3,48000,2022,12,6
حي ابحر الجنوبية,0,1,1,3,37,80,2,1,2,48000,2022,12,5
حي الربوة,0,0,0,0,26,190,4,1,5,49000,2022,12,10
حي البساتين,0,0,1,7,16,190,3,1,4,50000,2022,12,8
حي السلامة,0,0,1,9,15,160,4,3,3,50000,2022,12,10
حي المروة,0,0,0,3,20,250,5,2,5,50000,2022,12,12
حي المروة,0,0,0,0,5,170,4,1,5,50000,2022,12,10
حي السلامة,0,1,1,1,5,210,3,1,5,50000,2022,12,9
حي المروة,1,1,1,4,20,190,4,2,5,50000,2022,12,11
حي الصفا,0,1,1,13,30,260,4,3,5,50000,2022,12,12
حي الواحة,1,1,1,4,5,25,4,1,6,50000,2022,12,11
حي المروة,0,0,0,3,16,240,4,2,6,50000,2022,12,12
حي الفيحاء,0,1,1,0,15,230,4,1,5,50000,2022,12,10
حي المروة,0,1,1,0,5,200,3,2,4,50000,2022,12,9
حي الواحة,0,0,1,0,20,170,3,1,5,50000,2022,12,9
حي الصوارى,0,0,1,0,15,170,3,0,5,50000,2022,12,8
حي المروة,0,1,1,1,16,260,5,1,5,50000,2022,12,11
حي السلامة,0,0,1,10,12,200,3,2,5,50000,2022,12,10
حي السلامة,0,0,1,10,15,200,3,2,5,50000,2022,12,10
حي الواحة,0,0,1,0,15,190,3,1,5,50000,2022,12,9
حي الحمدانية,0,0,0,0,20,195,5,2,4,50000,2022,12,11
حي العزيزية,0,1,1,10,50,200,3,3,3,50000,2022,12,9
حي المحمدية,0,1,1,8,5,100,4,2,3,50000,2022,12,9
حي الحمراء,0,1,1,5,20,250,3,1,5,50000,2022,12,9
حي الصفا,0,0,1,0,20,210,4,1,6,50000,2022,12,11
حي الربوة,0,0,1,0,5,210,5,1,6,50000,2022,12,12
حي البساتين,0,0,1,10,16,150,2,1,4,50000,2022,12,7
حي ابحر الجنوبية,0,0,1,15,16,260,4,1,5,50000,2022,12,10
حي الصفا,0,0,0,12,5,300,3,2,5,50000,2022,12,10
حي الصوارى,0,0,1,0,22,220,5,1,6,50000,2022,12,12
حي الروضة,0,0,1,0,5,100,3,1,5,50000,2022,12,9
حي الصفا,0,1,1,12,20,180,3,1,5,50000,2022,12,9
حي المروة,0,1,1,0,5,179,4,2,4,50000,2022,12,10
حي الواحة,0,1,1,1,25,148,3,1,5,50000,2022,12,9
حي الصوارى,0,0,0,0,5,217,5,3,3,50000,2022,12,11
حي الاميرعبدالمجيد,0,0,1,0,25,262,5,0,7,50000,2022,12,12
حي مريخ,1,1,1,1,5,139,4,1,7,52000,2022,12,12
حي السلامة,0,0,1,4,15,180,4,1,5,52000,2022,12,10
حي المروة,0,0,1,8,10,250,4,1,6,52000,2022,12,11
حي الواحة,0,0,0,0,5,168,3,1,5,53000,2022,12,9
حي الربوة,0,0,0,0,12,210,5,1,6,55000,2022,12,12
حي الحمدانية,0,0,0,0,14,195,5,2,4,55000,2022,12,11
حي الزهراء,0,1,1,9,35,185,3,1,5,55000,2022,12,9
حي مشرفة,0,0,1,0,5,195,4,2,6,55000,2022,12,12
حي النهضة,0,1,1,4,5,145,4,1,3,55000,2022,12,8
حي السلامة,1,1,1,0,16,200,4,2,5,55000,2022,12,11
حي مريخ,0,1,1,0,5,215,4,1,7,55000,2022,12,12
حي المنار,0,0,1,0,20,250,4,1,6,55000,2022,12,11
حي الربوة,0,0,1,0,5,180,4,1,6,55000,2022,12,11
حي الربوة,0,0,0,0,10,160,4,1,5,55000,2022,12,10
حي الصوارى,0,0,0,0,16,260,5,1,5,55000,2022,12,11
حي مشرفة,1,1,1,3,12,186,4,1,5,55000,2022,12,10
حي الفيحاء,0,0,0,0,20,178,4,1,5,55000,2022,12,10
حي الصوارى,0,0,1,0,32,250,5,1,6,55000,2022,12,12
حي الحمدانية,0,1,1,0,5,232,5,1,6,55000,2022,12,12
حي المحمدية,0,0,1,12,25,200,4,1,5,55000,2022,12,10
حي الحمراء,0,1,1,6,17,92,3,1,3,55000,2022,12,7
حي السلامة,0,1,1,1,14,130,2,1,2,55000,2022,12,5
حي النهضة,0,1,1,10,15,150,3,0,4,55000,2022,12,7
حي المروة,0,0,1,14,5,360,4,1,4,55000,2022,12,9
حي النهضة,0,1,1,0,20,175,2,1,4,55000,2022,12,7
حي الروضة,0,0,1,5,15,200,4,1,5,55000,2022,12,10
حي مشرفة,0,0,0,0,5,200,4,1,5,55000,2022,12,10
حي الاندلس,1,1,1,1,87,87,2,1,2,55000,2022,12,5
حي البساتين,0,0,1,3,5,200,3,1,4,55000,2022,12,8
حي النزهة,0,0,1,5,5,200,3,2,4,55000,2022,12,9
حي مشرفة,0,0,1,13,17,380,4,4,4,55000,2022,12,12
حي المنار,1,1,1,1,15,187,3,1,5,55000,2022,12,9
حي السلامة,0,1,1,7,5,217,4,1,5,56000,2022,12,10
حي الفيصلية,1,1,1,2,15,20,2,1,3,56500,2022,12,6
حي الصوارى,0,0,1,0,5,256,4,1,6,57000,2022,12,11
حي الفيصلية,0,1,1,4,9,160,4,1,5,57000,2022,12,10
حي الرويس,0,1,1,1,15,168,3,2,2,58000,2022,12,7
حي السلامة,0,0,1,4,15,200,4,2,5,58000,2022,12,11
حي الرحاب,1,1,1,5,5,177,3,1,4,60000,2022,12,8
حي الزمرد,0,1,1,15,15,166,3,1,3,60000,2022,12,7
حي الزهراء,0,0,1,0,5,156,4,1,5,60000,2022,12,10
حي النسيم,1,1,1,2,5,300,5,3,7,60000,2022,12,15
حي الروضة,0,1,1,7,14,200,3,1,5,60000,2022,12,9
حي الحمدانية,0,0,1,0,20,232,5,1,6,60000,2022,12,12
حي الصفا,0,0,1,0,15,238,5,1,6,60000,2022,12,12
حي الحمدانية,0,0,1,1,20,232,5,1,6,60000,2022,12,12
حي مشرفة,0,0,0,0,15,220,4,1,6,60000,2022,12,11
حي الروضة,0,1,1,10,32,250,5,1,5,60000,2022,12,11
حي السلامة,1,1,1,11,10,300,3,4,3,60000,2022,12,10
حي الشاطئ,0,0,1,10,30,277,3,1,5,60000,2022,12,9
حي الربوة,0,0,1,0,70,209,5,1,5,60000,2022,12,11
حي المروة,0,1,1,8,5,270,5,1,6,60000,2022,12,12
حي السلامة,0,0,0,0,5,162,3,2,3,60000,2022,12,8
حي الواحة,0,0,1,0,28,280,3,2,5,60000,2022,12,10
حي البوادي,0,0,1,0,5,200,4,1,5,60000,2022,12,10
حي الفيحاء,0,0,1,0,11,250,5,1,5,60000,2022,12,11
حي الورود,0,0,0,0,20,224,4,1,6,63500,2022,12,11
حي الحمراء,0,1,1,7,12,200,5,1,5,65000,2022,12,11
حي الصفا,0,1,1,0,50,187,4,1,4,65000,2022,12,9
حي الفيحاء,0,1,1,2,5,160,4,1,4,65000,2022,12,9
حي الفيحاء,0,1,1,0,20,183,3,1,5,65000,2022,12,9
حي الواحة,0,0,1,0,5,270,3,4,5,65000,2022,12,12
حي الصوارى,0,1,1,0,20,232,4,2,5,65000,2022,12,11
حي الروضة,0,1,1,4,17,180,3,1,3,65000,2022,12,7
حي الزهراء,0,0,1,0,5,180,4,1,5,65000,2022,12,10
حي الفيحاء,0,1,1,0,20,173,4,1,6,65000,2022,12,11
حي النزهة,0,1,0,0,16,200,4,1,4,65000,2022,12,9
حي المروة,1,1,1,5,5,200,5,1,7,65000,2022,12,13
حي الصوارى,0,0,1,0,25,230,5,1,6,65000,2022,12,12
حي ابحر الجنوبية,0,1,1,0,20,205,3,1,6,65000,2022,12,10
حي الروضة,0,1,0,6,10,175,4,0,5,65000,2022,12,9
حي المروة,0,1,1,8,5,300,5,2,6,68000,2022,12,13
حي الصفا,0,1,1,0,34,165,3,3,3,68000,2022,12,9
حي السلامة,0,0,1,1,12,190,3,1,5,68000,2022,12,9
حي المحمدية,0,0,1,10,15,200,4,1,5,70000,2022,12,10
حي الزمرد,0,0,1,15,16,166,3,1,2,70000,2022,12,6
حي الزهراء,0,0,1,0,5,147,4,1,5,70000,2022,12,10
حي الشاطئ,0,1,1,5,25,200,4,1,5,70000,2022,12,10
حي الحمراء,0,1,0,0,19,190,4,1,5,70000,2022,12,10
حي الفيحاء,0,1,1,4,12,156,3,1,3,70000,2022,12,7
حي الزهراء,0,0,1,0,20,160,4,1,4,70000,2022,12,9
حي النعيم,0,0,1,0,24,200,3,1,5,70000,2022,12,9
حي الاندلس,0,1,1,4,16,100,2,1,2,71800,2022,12,5
حي الورود,0,1,1,8,20,200,4,1,5,75000,2022,12,10
حي الروضة,0,0,1,0,11,230,5,1,6,75000,2022,12,12
حي الزهراء,0,0,1,20,10,200,5,2,5,75000,2022,12,12
حي الصوارى,0,0,0,0,5,238,3,1,3,75000,2022,12,7
حي المروة,1,1,1,9,25,225,4,1,6,75000,2022,12,11
حي الزهراء,0,1,1,0,15,140,3,1,3,80000,2022,12,7
حي الشاطئ,0,1,1,5,15,180,5,2,6,80000,2022,12,13
حي الروضة,0,1,1,8,10,200,5,2,5,81000,2022,12,12
حي الزهراء,0,1,1,0,5,152,4,1,3,82000,2022,12,8
حي الزهراء,0,1,1,0,5,204,4,2,3,90000,2022,12,9
حي الشاطئ,0,0,1,1,5,213,3,1,4,90000,2022,12,8
حي الشاطئ,0,0,1,0,5,150,4,2,4,90000,2022,12,10
حي الروضة,0,1,1,6,18,200,4,1,6,90000,2022,12,11
حي السلامة,0,1,1,0,5,123,4,1,2,95000,2022,12,7
حي ابحر الجنوبية,1,1,1,0,15,280,4,1,5,95000,2022,12,10
حي النهضة,0,0,0,0,18,350,4,1,5,100000,2022,12,10
حي السلامة,0,0,1,0,21,150,3,2,5,100000,2022,12,10
حي السلامة,0,1,1,0,30,179,4,1,3,110000,2022,12,8
حي الروضة,0,1,1,5,15,380,5,2,7,120000,2022,12,14
حي الشاطئ,0,1,1,0,25,300,4,1,3,120000,2022,12,8
حي الشاطئ,1,1,1,0,40,200,4,2,2,220000,2022,12,8
حي الصوارى,0,0,0,0,20,165,4,0,5,400000,2022,12,9
حي الشاطئ,1,1,1,8,40,395,5,1,4,500000,2022,12,10
حي السليمانية,0,0,1,5,80,16,1,1,1,14000,2023,1,3
حي مشرفة,0,1,1,30,5,20,1,0,1,14400,2023,1,2
حي البوادي,0,0,1,4,16,60,1,1,1,15000,2023,1,3
حي مشرفة,0,0,1,0,5,22,1,1,1,15000,2023,1,3
حي الروضة,0,0,0,6,5,40,1,0,1,16000,2023,1,2
حي الياقوت,0,0,1,4,5,110,2,1,3,18000,2023,1,6
حي الواحة,0,0,1,4,20,75,1,1,1,18000,2023,1,3
حي الفروسية,0,0,1,0,15,80,2,1,2,18000,2023,1,5
حي الصفا,0,0,1,10,15,80,1,1,2,18000,2023,1,4
حي مشرفة,0,0,1,5,5,30,1,1,1,18000,2023,1,3
حي الفروسية,0,0,0,0,16,150,2,1,2,18000,2023,1,5
حي الياقوت,0,0,0,3,5,120,2,1,2,18000,2023,1,5
حي الشراع,0,1,1,4,52,60,1,1,1,18200,2023,1,3
حي الرحمانية,0,0,1,0,20,150,2,1,2,19000,2023,1,5
حي الحمدانية,0,0,1,4,20,110,1,1,2,20000,2023,1,4
حي الربوة,0,0,1,9,15,101,1,1,2,20000,2023,1,4
حي الريان,0,0,1,4,5,120,2,1,3,20000,2023,1,6
حي الكوثر,0,0,0,7,18,100,2,1,2,20000,2023,1,5
حي الفروسية,0,0,0,2,5,250,3,1,4,20000,2023,1,8
حي الرياض,0,0,0,3,5,100,3,1,4,20000,2023,1,8
حي الريان,0,0,1,4,5,130,2,0,4,20000,2023,1,6
حي الرياض,0,0,1,0,21,100,2,1,3,20000,2023,1,6
حي البشائر,0,0,0,8,5,120,2,0,3,20000,2023,1,5
حي المنتزه,0,0,0,6,10,150,1,1,2,20000,2023,1,4
حي الفردوس,0,0,1,0,20,90,2,1,2,20000,2023,1,5
حي الصالحية,0,1,1,0,20,210,2,1,2,20000,2023,1,5
حي الفلاح,0,0,1,3,16,120,2,1,2,20000,2023,1,5
حي البوادي,0,0,1,16,12,90,1,1,2,20000,2023,1,4
حي البوادي,0,0,1,4,18,95,2,1,2,20000,2023,1,5
حي ابحر الشمالية,0,0,0,3,31,70,1,1,1,20000,2023,1,3
حي البوادي,0,0,1,13,18,80,1,1,2,20600,2023,1,4
حي الكوثر,0,0,0,5,20,100,3,1,3,21000,2023,1,7
حي الفروسية,0,0,1,0,20,90,1,1,2,21000,2023,1,4
حي النهضة,1,1,1,30,12,126,1,0,1,21000,2023,1,2
حي مشرفة,0,0,1,4,15,30,1,1,2,21000,2023,1,4
حي البغدادية الغربية,0,0,0,5,25,160,2,1,3,22000,2023,1,6
حي الشراع,0,0,1,1,5,120,1,1,2,22000,2023,1,4
حي الصفا,0,0,0,1,30,90,2,1,3,22000,2023,1,6
حي الصفا,0,0,0,20,21,80,2,1,2,22000,2023,1,5
حي البوادي,0,0,1,15,19,140,2,1,3,22000,2023,1,6
حي الصفا,0,0,1,19,40,110,2,0,3,22000,2023,1,5
حي الصفا,0,0,1,16,30,100,1,1,2,22000,2023,1,4
حي الرياض,0,0,0,0,16,300,3,1,3,22000,2023,1,7
حي الريان,0,0,1,4,5,140,3,1,4,22000,2023,1,8
حي الفيصلية,0,0,1,10,41,100,2,1,2,22000,2023,1,5
حي الحمدانية,0,0,1,3,16,120,2,1,3,22000,2023,1,6
حي الفلاح,0,0,1,3,20,180,1,1,4,22000,2023,1,6
حي البشائر,0,0,1,8,60,150,2,1,3,22000,2023,1,6
حي السلامة,0,0,1,21,15,105,1,0,2,22000,2023,1,3
حي الفيصلية,0,0,1,16,100,120,2,1,3,22000,2023,1,6
حي الفلاح,0,0,1,0,20,300,2,1,3,22000,2023,1,6
حي الاجاويد,0,0,0,4,50,160,2,1,3,22000,2023,1,6
حي الرياض,0,0,0,0,16,80,2,1,3,22000,2023,1,6
حي الرياض,0,0,0,0,5,80,2,1,3,22000,2023,1,6
حي طيبة,0,0,1,0,5,150,2,1,2,22000,2023,1,5
حي الرياض,0,0,0,0,20,120,3,1,4,22000,2023,1,8
حي الريان,0,0,1,0,5,110,1,1,2,22000,2023,1,4
حي مشرفة,0,0,1,7,20,44,1,1,2,22000,2023,1,4
حي الفروسية,0,0,1,0,16,170,3,1,3,22000,2023,1,7
حي الرياض,0,0,1,0,5,200,3,1,4,23000,2023,1,8
حي الريان,0,0,0,9,5,120,2,1,4,23000,2023,1,7
حي المنار,0,1,0,7,20,120,2,1,3,23000,2023,1,6
حي الرحمانية,0,0,1,0,20,130,2,1,3,23000,2023,1,6
حي ابرق الرغامة,0,0,1,0,5,80,1,0,2,23000,2023,1,3
حي الربوة,0,0,1,16,5,170,1,1,3,23000,2023,1,5
حي السلامة,0,0,1,25,34,100,2,1,3,23000,2023,1,6
حي البوادي,0,0,1,10,15,70,1,1,2,23000,2023,1,4
حي الفلاح,0,0,1,0,15,150,2,1,3,23000,2023,1,6
حي ابحر الشمالية,0,1,1,3,30,75,2,1,1,23000,2023,1,4
حي الفروسية,0,0,1,1,16,250,3,1,4,23000,2023,1,8
حي البوادي,0,0,1,20,5,144,1,0,3,24000,2023,1,4
حي طيبة,0,1,1,10,5,195,3,0,3,24000,2023,1,6
حي الفلاح,0,0,1,3,16,200,3,1,5,24000,2023,1,9
حي الحمدانية,0,0,1,3,15,120,2,1,3,24000,2023,1,6
حي البوادي,0,0,1,7,5,160,2,1,3,24000,2023,1,6
حي السامر,0,0,0,9,21,100,2,1,3,24000,2023,1,6
حي السلامة,0,0,1,8,12,100,2,1,2,24000,2023,1,5
حي البوادي,0,0,1,13,14,60,2,1,2,24000,2023,1,5
حي القرينة,0,0,1,5,20,200,3,1,4,24000,2023,1,8
حي الريان,0,0,1,7,5,132,3,1,4,24000,2023,1,8
حي الربوة,0,0,1,10,24,120,2,1,3,24000,2023,1,6
حي المنتزه,0,1,1,0,5,100,2,1,3,24000,2023,1,6
حي الصالحية,0,0,1,0,20,130,1,1,4,24000,2023,1,6
حي السامر,0,0,1,0,15,160,3,1,3,24000,2023,1,7
حي الربوة,0,0,1,9,30,140,2,1,3,24000,2023,1,6
حي طيبة,0,0,1,4,32,26,3,1,3,24000,2023,1,7
حي الصالحية,0,0,1,1,5,345,2,1,3,24000,2023,1,6
حي النهضة,0,0,1,23,12,70,2,1,2,24000,2023,1,5
حي السامر,0,0,0,7,22,130,2,1,3,24000,2023,1,6
حي الربوة,0,0,1,10,33,150,2,1,2,24000,2023,1,5
حي الحمدانية,0,0,1,3,25,150,2,1,3,24000,2023,1,6
حي الفروسية,0,0,0,0,5,300,3,1,4,24000,2023,1,8
حي الصالحية,0,1,1,3,15,250,2,1,3,24000,2023,1,6
حي الصوارى,0,0,1,7,5,120,3,1,4,24000,2023,1,8
حي الصوارى,0,0,1,7,26,120,3,1,4,24000,2023,1,8
حي الربوة,0,0,1,30,20,120,2,1,3,24000,2023,1,6
حي الرياض,0,0,1,0,25,200,3,1,4,24000,2023,1,8
حي النسيم,0,0,1,15,15,64,1,1,2,24000,2023,1,4
حي النسيم,0,0,1,15,5,90,1,1,2,24000,2023,1,4
حي مشرفة,0,0,1,0,7,70,1,1,2,24000,2023,1,4
حي المروة,0,0,1,10,5,160,1,1,2,24000,2023,1,4
حي مريخ,0,0,1,0,14,100,2,1,3,24000,2023,1,6
حي الربوة,0,1,0,15,20,125,2,1,3,24000,2023,1,6
حي الفيصلية,0,0,1,10,35,300,2,1,3,24000,2023,1,6
حي الحمدانية,0,0,0,3,15,200,3,1,4,24000,2023,1,8
حي البشائر,0,0,1,3,5,100,3,1,3,24000,2023,1,7
حي السامر,0,0,1,0,16,165,2,1,3,24000,2023,1,6
حي الرويس,0,0,1,0,5,90,2,1,2,24000,2023,1,5
حي الحمدانية,0,0,1,3,16,150,3,1,4,24000,2023,1,8
حي العزيزية,0,0,1,3,14,100,1,1,2,24000,2023,1,4
حي المنتزه,0,0,1,3,5,190,3,1,4,24000,2023,1,8
حي اللؤلؤ,0,0,0,2,16,120,2,1,3,24000,2023,1,6
حي الزمرد,0,0,0,4,20,130,4,1,3,24000,2023,1,8
حي النسيم,0,0,1,14,20,100,2,1,3,24000,2023,1,6
أخرى,0,0,0,7,10,50,1,1,2,24000,2023,1,4
حي النزهة,0,0,1,5,16,43,1,1,2,24000,2023,1,4
حي السنابل,0,0,1,5,39,140,2,2,3,24000,2023,1,7
حي الزمرد,0,0,0,2,5,110,2,1,4,24500,2023,1,7
حي الفيصلية,0,0,1,0,5,115,2,1,3,24600,2023,1,6
حي البوادي,0,0,1,3,5,100,2,1,2,25000,2023,1,5
حي المنار,0,0,1,3,30,120,2,1,3,25000,2023,1,6
حي المروة,0,0,1,16,16,120,2,1,4,25000,2023,1,7
حي الفلاح,0,0,0,5,16,190,4,1,5,25000,2023,1,10
حي مريخ,0,0,0,2,9,93,2,1,3,25000,2023,1,6
حي الريان,0,0,1,0,5,120,2,1,3,25000,2023,1,6
أخرى,0,0,1,7,16,95,2,1,3,25000,2023,1,6
حي البوادي,0,0,1,13,5,150,2,1,3,25000,2023,1,6
حي السلامة,0,0,1,9,15,100,2,1,3,25000,2023,1,6
حي الصوارى,0,0,0,3,5,150,3,1,3,25000,2023,1,7
حي السلامة,0,0,1,12,13,80,2,1,2,25000,2023,1,5
حي الريان,0,0,1,10,5,80,3,1,4,25000,2023,1,8
حي الواحة,0,1,0,8,32,240,2,1,3,25000,2023,1,6
حي ابرق الرغامة,0,0,0,0,14,150,2,1,3,25000,2023,1,6
حي المنار,0,0,0,7,15,75,3,1,3,25000,2023,1,7
حي الريان,0,0,1,2,16,120,2,1,3,25000,2023,1,6
حي الياقوت,0,0,1,4,5,150,2,1,3,25000,2023,1,6
حي الحمدانية,0,0,1,2,18,160,2,1,3,25000,2023,1,6
حي الرياض,0,0,0,0,16,210,2,1,3,25000,2023,1,6
حي الربوة,0,0,0,5,16,240,2,1,3,25000,2023,1,6
حي الحمدانية,0,0,1,0,19,120,1,1,3,25000,2023,1,5
حي الصالحية,0,0,1,8,5,24,3,2,4,25000,2023,1,9
حي مريخ,0,0,1,6,5,120,2,1,3,25000,2023,1,6
حي المنتزه,0,0,1,12,5,150,2,1,3,25000,2023,1,6
حي الفلاح,0,0,0,9,25,190,3,1,4,25000,2023,1,8
حي الفلاح,0,0,1,1,18,200,4,1,5,25000,2023,1,10
حي الصالحية,0,0,1,1,5,200,2,1,5,25000,2023,1,8
حي السلامة,0,0,1,2,13,60,1,0,2,25000,2023,1,3
حي الرياض,0,0,1,0,16,200,3,1,4,25000,2023,1,8
حي الشراع,1,1,1,0,5,140,2,1,3,25000,2023,1,6
حي السلامة,0,0,0,34,20,30,2,0,3,25000,2023,1,5
حي الياقوت,0,0,1,2,5,150,2,1,3,25000,2023,1,6
حي البغدادية الغربية,0,0,0,5,5,80,2,0,3,25000,2023,1,5
حي الرويس,0,0,0,5,5,80,2,0,3,25000,2023,1,5
حي الفلاح,0,0,1,3,20,180,3,1,4,25000,2023,1,8
حي الريان,0,0,0,0,16,140,2,1,3,25000,2023,1,6
حي طيبة,0,0,1,5,5,200,3,1,4,25000,2023,1,8
حي الربوة,0,0,0,15,5,150,2,1,4,25000,2023,1,7
حي الربوة,0,0,1,10,23,150,2,1,3,25000,2023,1,6
حي الاجاويد,0,0,0,3,20,200,3,1,4,25000,2023,1,8
حي الياقوت,0,0,1,7,5,120,2,1,3,25000,2023,1,6
حي الرياض,0,0,0,0,10,119,2,1,3,25000,2023,1,6
حي السلامة,0,0,1,9,11,80,2,1,2,25000,2023,1,5
حي الزمرد,0,0,1,0,16,180,2,1,4,25000,2023,1,7
حي الزمرد,0,0,1,0,16,100,2,1,3,25000,2023,1,6
حي طيبة,0,0,1,2,30,200,2,1,3,25000,2023,1,6
حي الصالحية,0,0,1,5,32,100,2,1,3,25000,2023,1,6
حي الواحة,0,0,1,6,20,225,2,1,3,25000,2023,1,6
حي السلامة,0,0,1,5,15,77,1,1,2,25000,2023,1,4
حي السلامة,0,0,1,2,5,100,1,1,2,25000,2023,1,4
حي الفلاح,0,0,1,3,16,160,2,1,2,25000,2023,1,5
حي الاجاويد,0,0,1,1,5,120,2,1,3,25000,2023,1,6
حي طيبة,0,0,1,4,20,150,2,0,3,25000,2023,1,5
حي السامر,0,0,0,6,21,100,2,1,3,25000,2023,1,6
حي الفضيلة,0,0,1,0,5,100,2,1,4,25000,2023,1,7
حي الياقوت,0,0,1,0,16,140,2,1,3,25000,2023,1,6
حي الصفا,0,0,1,2,16,100,1,1,2,25000,2023,1,4
حي الفلاح,0,0,1,0,17,150,3,1,3,25000,2023,1,7
حي الحمدانية,0,0,1,5,35,150,2,1,4,25000,2023,1,7
حي النزهة,0,0,1,5,16,45,1,1,2,25000,2023,1,4
حي الشراع,0,0,1,0,16,150,2,1,3,25000,2023,1,6
حي طيبة,0,0,0,2,16,100,3,2,3,25000,2023,1,8
حي القرينة,0,0,0,6,20,113,2,1,4,25000,2023,1,7
حي الصالحية,0,0,0,0,40,90,2,1,3,25200,2023,1,6
حي السامر,0,0,1,6,22,125,2,0,4,26000,2023,1,6
حي الرحمانية,0,0,1,1,50,150,2,1,4,26000,2023,1,7
حي المنار,0,0,0,0,5,99,2,0,3,26000,2023,1,5
حي المنار,0,0,1,6,20,150,3,1,4,26000,2023,1,8
حي البوادي,0,0,1,7,5,100,2,1,2,26000,2023,1,5
حي المروة,0,0,1,8,32,100,1,1,3,26000,2023,1,5
حي الحمدانية,0,0,1,6,5,170,3,1,4,26000,2023,1,8
حي الشراع,0,0,0,6,20,100,2,1,4,26000,2023,1,7
حي الواحة,0,0,0,4,17,103,2,1,3,26000,2023,1,6
حي الزمرد,0,0,1,0,5,130,2,1,3,26000,2023,1,6
حي المنتزه,0,0,1,13,32,200,2,1,4,26000,2023,1,7
حي الفيصلية,0,0,1,15,5,150,2,1,3,26000,2023,1,6
حي الزهراء,0,0,1,8,10,84,2,1,3,26000,2023,1,6
حي الزمرد,0,0,1,5,15,64,2,1,3,26000,2023,1,6
حي الريان,0,0,1,3,20,150,2,1,4,26000,2023,1,7
حي المروة,0,0,0,7,15,90,2,0,3,26000,2023,1,5
حي القرينة,0,0,1,0,15,70,3,1,3,26000,2023,1,7
حي الزمرد,0,0,0,2,5,190,3,1,3,26000,2023,1,7
حي الفروسية,0,0,1,4,5,150,3,1,4,26000,2023,1,8
حي المنار,0,0,1,6,5,155,3,1,3,26000,2023,1,7
حي الفردوس,0,0,0,5,20,120,3,1,3,26000,2023,1,7
حي الصفا,0,0,0,20,5,90,2,1,3,26000,2023,1,6
حي الريان,0,0,0,7,15,115,2,1,4,26000,2023,1,7
حي النسيم,0,0,1,15,15,72,1,1,3,26000,2023,1,5
حي الريان,0,0,1,1,5,120,3,1,3,26000,2023,1,7
حي الشراع,0,0,1,6,50,100,2,1,2,26000,2023,1,5
حي الرياض,0,0,1,4,16,300,3,1,5,26000,2023,1,9
حي الفردوس,0,0,1,0,5,180,2,1,4,26000,2023,1,7
حي السلامة,0,0,1,9,12,112,2,1,3,26000,2023,1,6
حي الريان,0,0,1,4,5,180,3,1,5,26000,2023,1,9
حي الفيصلية,0,0,1,10,30,300,2,1,3,26000,2023,1,6
أخرى,0,0,0,5,20,120,2,1,3,26000,2023,1,6
حي الرياض,0,0,0,5,16,190,4,1,5,26000,2023,1,10
حي الصفا,0,0,0,7,5,110,2,1,3,26000,2023,1,6
حي الشراع,0,0,0,7,5,80,2,1,4,26000,2023,1,7
حي الياقوت,0,0,1,1,16,150,3,1,4,26000,2023,1,8
حي الربوة,0,0,1,25,15,140,2,1,4,26000,2023,1,7
حي السلامة,0,0,1,8,9,90,2,1,3,26000,2023,1,6
حي الصالحية,0,0,0,5,5,180,2,1,4,26000,2023,1,7
حي الواحة,0,0,0,6,5,140,2,1,3,26000,2023,1,6
حي الحمدانية,0,0,1,3,16,200,2,1,5,26000,2023,1,8
حي المروة,0,0,1,0,5,100,2,1,2,26000,2023,1,5
حي الرياض,0,0,0,0,25,180,3,1,4,26000,2023,1,8
حي السامر,0,0,1,2,5,180,3,1,3,26000,2023,1,7
حي الربوة,0,0,1,2,19,100,2,1,3,26000,2023,1,6
حي الحمدانية,0,0,0,0,20,100,2,1,3,26000,2023,1,6
حي السلامة,0,0,1,10,7,104,2,1,2,26000,2023,1,5
حي المنار,0,0,0,5,18,150,2,1,3,26200,2023,1,6
أخرى,0,0,1,0,15,153,2,2,2,26400,2023,1,6
حي البشائر,0,0,0,4,25,150,3,2,3,27000,2023,1,8
حي الكوثر,0,0,1,5,20,176,2,2,4,27000,2023,1,8
حي العزيزية,0,0,1,26,5,110,2,1,4,27000,2023,1,7
حي الصوارى,0,0,1,2,16,140,3,1,4,27000,2023,1,8
حي الفيصلية,0,1,1,18,70,100,1,1,3,27000,2023,1,5
حي القرينة,0,0,1,0,15,250,2,1,3,27000,2023,1,6
حي المروة,0,1,1,6,25,120,2,1,3,27000,2023,1,6
حي الريان,0,0,1,2,5,190,4,1,5,27000,2023,1,10
حي المروة,0,0,1,1,30,120,2,1,3,27000,2023,1,6
حي الواحة,0,0,1,7,5,120,2,1,4,27000,2023,1,7
حي الفروسية,0,0,0,0,25,200,3,1,4,27000,2023,1,8
حي السامر,0,0,1,5,10,130,2,1,4,27000,2023,1,7
حي الشراع,0,1,1,0,16,64,3,1,2,27000,2023,1,6
حي النزهة,0,0,1,3,12,135,2,1,3,27000,2023,1,6
حي مريخ,0,0,0,1,16,150,3,1,3,27000,2023,1,7
حي المروة,0,0,1,10,17,120,2,1,3,27000,2023,1,6
حي المروة,0,0,1,19,17,120,3,1,3,27000,2023,1,7
حي الفروسية,0,0,0,0,5,400,3,0,4,27000,2023,1,7
